X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.97359468,40.77241558,8E-PM-1008-01,08E,PM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,by tree trunk base,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,eating food being thrown at it by a mom & baby,POINT (-73.9735946835545 40.7724155751282)
-73.95883589,40.79126319,33E-PM-1012-01,33E,PM,10122018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9588358879692 40.7912631913057)
-73.96804507,40.78366267,22C-AM-1013-02,22C,AM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.968045072743 40.7836626717225)
-73.97931628,40.76921347,3B-PM-1007-01,03B,PM,10072018,1,Adult,Gray,White,Gray+White,,Above Ground,,in tree,FALSE,FALSE,FALSE,FALSE,FALSE,chased by dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.979316275899 40.7692134727555)
-73.95503514,40.79746815,40E-AM-1014-01,40E,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9550351380957 40.7974681522214)
-73.95783165,40.7890103,31G-PM-1007-01,31G,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,15,,FALSE,FALSE,FALSE,FALSE,FALSE,hiding,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"froze,sight of dogs",POINT (-73.9578316525492 40.7890102959629)
-73.95925375,40.79192718,33E-AM-1014-03,33E,AM,10142018,3,Adult,Black,,Black+,,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9592537496995 40.7919271821316)
-73.97339663,40.77171796,8E-PM-1008-08,08E,PM,10082018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9733966282316 40.7717179627127)
-73.97072019,40.77745648,14D-PM-1019-11,14D,PM,10192018,11,Adult,Gray,,Gray+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.970720187655 40.7774564799983)
-73.97908755,40.76761048,2C-AM-1010-03,02C,AM,10102018,3,Adult,Black,Gray,Black+Gray,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9790875480358 40.7676104780657)
-73.98023761,40.76807075,1B-AM-1012-12,01B,AM,10122018,12,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9802376131034 40.7680707516627)
-73.95772126,40.79655253,38C-PM-1014-06,38C,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9577212629651 40.7965525296722)
-73.97198882,40.76676817,4I-PM-1007-03,04I,PM,10072018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,ran to tree,FALSE,FALSE,FALSE,FALSE,FALSE,being chased,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9719888241794 40.7667681685356)
-73.95656863,40.79759285,40C-PM-1006-03,40C,PM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9565686300382 40.797592846003)
-73.96692066,40.77481557,13H-PM-1010-03,13H,PM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,in glen,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9669206605745 40.7748155701122)
-73.9690417,40.77166187,10H-AM-1014-05,10H,AM,10142018,5,,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9690416961886 40.7716618670996)
-73.96136434,40.78924319,30D-AM-1017-02,30D,AM,10172018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9613643418025 40.7892431934209)
-73.96867379,40.7739714,12G-PM-1007-06,12G,PM,10072018,6,,Gray,Cinnamon,Gray+Cinnamon,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9686737866872 40.7739714023732)
-73.97634332,40.77384735,9B-PM-1013-10,09B,PM,10132018,10,Juvenile,Cinnamon,Gray,Cinnamon+Gray,"""Brown"" written in as Primary",Above Ground,12,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9763433202401 40.7738473490681)
-73.95905023,40.79429036,36C-PM-1013-06,36C,PM,10132018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,Running across wide street,TRUE,FALSE,FALSE,FALSE,TRUE,carrying food in mouth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9590502257662 40.794290363687)
-73.9658621,40.78259269,22D-PM-1012-01,22D,PM,10122018,1,Adult,Gray,"Black, White","Gray+Black, White",,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,climbing tree,POINT (-73.965862100991 40.7825926896917)
-73.96819174,40.77232988,11I-PM-1012-03,11I,PM,10122018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from the dog,POINT (-73.9681917366128 40.7723298813768)
-73.95974707,40.79732159,38A-PM-1013-01,38A,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9597470659927 40.7973215935416)
-73.96807745,40.77624919,14F-PM-1012-01,14F,PM,10122018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9680774548516 40.7762491903691)
-73.97866031,40.76719378,1D-AM-1006-09,01D,AM,10062018,9,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9786603147149 40.7671937837017)
-73.9766355,40.77345752,8B-AM-1007-09,08B,AM,10072018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,"shelling and eating a nut then a dog chased it up a tree & squirrel carried its nut up the tree,settled in a branch & resumed eating",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9766354967197 40.7734575166319)
-73.97876584,40.76894198,3B-PM-1007-07,03B,PM,10072018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,eating loudly <- peanuts w/ shells,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9787658435198 40.7689419765393)
-73.96337602,40.78184224,22G-PM-1018-03,22G,PM,10182018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,chilling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,observed,POINT (-73.96337601736352 40.7818422357619)
-73.95308097,40.79591763,40G-PM-1013-02,40G,PM,10132018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,hiding from dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (dog),POINT (-73.9530809650496 40.79591763177051)
-73.95840249,40.78514917,27I-PM-1020-01,27I,PM,10202018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,runs from (us),POINT (-73.9584024936392 40.7851491701944)
-73.96693664,40.78360239,22C-PM-1006-09,22C,PM,10062018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.96693664010711 40.7836023897982)
-73.97856758,40.76729924,1C-PM-1013-05,01C,PM,10132018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9785675798034 40.7672992405289)
-73.96989342,40.77082116,8H-PM-1014-03,08H,PM,10142018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9698934182612 40.7708211633861)
-73.97218998,40.7761519,13C-AM-1010-03,13C,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9721899838568 40.7761519045651)
-73.95701319,40.79917867,41B-PM-1014-05,41B,PM,10142018,5,Adult,Gray,,Gray+,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,POINT (-73.9570131890379 40.7991786736124)
-73.97027886,40.7694485,7I-PM-1013-05,07I,PM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Rock,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9702788578386 40.7694484997295)
-73.96398881,40.7914494,31A-AM-1010-01,31A,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9639888092327 40.791449395909005)
-73.95736049,40.79308442,35E-PM-1006-03,35E,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9573604880421 40.7930844158021)
-73.97773287,40.76690877,1D-AM-1006-02,01D,AM,10062018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9777328709928 40.7669087724668)
-73.96718516,40.77508787,14H-PM-1012-01,14H,PM,10122018,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,approaches (came very close to me),POINT (-73.9671851611243 40.7750878657618)
-73.96646301,40.77563615,14H-AM-1007-04,14H,AM,10072018,4,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9664630067791 40.7756361515825)
-73.96946304,40.76973766,8I-PM-1013-01,08I,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9694630409125 40.769737659647)
-73.97567543,40.77385188,9B-PM-1013-02,09B,PM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9756754297747 40.7738518843446)
-73.97565571,40.77329629,8B-PM-1012-08,08B,PM,10122018,8,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9756557086441 40.773296289824)
-73.97044852,40.77172906,9G-AM-1007-02,09G,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,kids were trying to poke it with a stick,POINT (-73.9704485231855 40.7717290560806)
-73.97419444,40.776989,13B-PM-1008-01,13B,PM,10082018,1,Adult,Gray,White,Gray+White,,Above Ground,2,on railing,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9741944367138 40.7769889953596)
-73.95893677,40.78964653,31F-PM-1007-04,31F,PM,10072018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9589367709165 40.7896465303483)
-73.96362828,40.78079946,21G-AM-1014-02,21G,AM,10142018,2,Adult,Gray,White,Gray+White,,Above Ground,3,fence,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.96362827608 40.7807994595242)
-73.97101168,40.77236893,10G-PM-1017-08,10G,PM,10172018,8,Adult,Black,Cinnamon,Black+Cinnamon,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9710116801402 40.7723689301989)
-73.9757436,40.77460644,10B-PM-1014-01,10B,PM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,on lawn in front of a tree,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,stay on ground but went to other side of tree to hide from a dog,POINT (-73.9757436019432 40.7746064363227)
-73.97577871,40.77372314,9B-PM-1013-03,09B,PM,10132018,3,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9757787135906 40.7737231427345)
-73.95584747,40.79133355,34H-AM-1007-01,34H,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,40,tree,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9558474701153 40.7913335515534)
-73.96766397,40.77453696,13H-PM-1010-07,13H,PM,10102018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9676639740486 40.7745369616499)
-73.97029631,40.76979287,7H-AM-1006-11,07H,AM,10062018,11,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9702963056917 40.7697928730791)
-73.97346958,40.77162975,8E-PM-1008-05,08E,PM,10082018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,"5, 6, 7 all at same tree trunk base",FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9734695768004 40.7716297491384)
-73.97939521,40.77078377,4A-PM-1007-03,04A,PM,10072018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,by rock,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9793952066038 40.77078376578591)
-73.95257475,40.79772574,42F-PM-1017-02,42F,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,playing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.95257475169142 40.7977257435263)
-73.95897702,40.79124054,33E-AM-1014-05,33E,AM,10142018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9589770206691 40.791240542172)
-73.96427174,40.78208705,22F-AM-1007-05,22F,AM,10072018,5,Adult,Gray,White,Gray+White,,Above Ground,10,tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9642717435966 40.782087049693)
-73.97429734,40.76918016,5F-AM-1007-04,05F,AM,10072018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,rocks,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9742973420446 40.7691801644292)
-73.95024663,40.79592288,41I-AM-1018-02,41I,AM,10182018,2,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,runs off,POINT (-73.9502466289084 40.7959228779883)
-73.97208873,40.77607995,13D-PM-1018-08,13D,PM,10182018,8,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9720887275538 40.7760799537976)
-73.96414624,40.7778316,18I-PM-1007-09,18I,PM,10072018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,canoodling w/ 8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9641462360541 40.7778316005464)
-73.97140573,40.77203751,9F-PM-1014-04,09F,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9714057327159 40.7720375135272)
-73.96787743,40.77385352,12H-PM-1007-04,12H,PM,10072018,4,,Gray,Cinnamon,Gray+Cinnamon,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,mushroom,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9678774314725 40.7738535171265)
-73.9725906,40.77138897,8F-PM-1012-05,08F,PM,10122018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9725906016474 40.7713889729739)
-73.97069293,40.77604739,13E-PM-1008-06,13E,PM,10082018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9706929341294 40.77604738723951)
-73.97013352,40.7722051,10G-AM-1006-10,10G,AM,10062018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9701335162984 40.7722051011357)
-73.96442932,40.78138292,21F-AM-1018-02,21F,AM,10182018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9644293195773 40.7813829172072)
-73.97531406,40.77340378,9C-AM-1006-02,09C,AM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9753140640445 40.7734037805101)
-73.96030033,40.79534759,36B-AM-1013-03,36B,AM,10132018,3,,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.960300330029 40.7953475871869)
-73.95951403,40.78991179,31E-PM-1006-02,31E,PM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,under bushes,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.959514034869 40.789911786416)
-73.97527932,40.77339601,9C-AM-1006-03,09C,AM,10062018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9752793195744 40.7733960128931)
-73.9547878,40.78991519,33I-PM-1006-05,33I,PM,10062018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9547878025303 40.7899151873467)
-73.96584828,40.7797243,19F-PM-1017-01,19F,PM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.965848283831 40.7797243033057)
-73.97357504,40.76945003,6F-PM-1008-06,06F,PM,10082018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",White patches. Almost looks like fox squirrel,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9735750352959 40.7694500333777)
-73.96245469,40.7888235,29D-AM-1014-04,29D,AM,10142018,4,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,Rock a,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9624546917649 40.78882349597921)
-73.95491352,40.7985259,42D-PM-1013-03,42D,PM,10132018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,in tree,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9549135206961 40.798525897229)
-73.96481954,40.77964,19G-PM-1017-03,19G,PM,10172018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,staring,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9648195433192 40.7796399955868)
-73.96617859,40.77425699,13I-PM-1008-01,13I,PM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,climbed tree,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9661785940531 40.7742569936186)
-73.95921031,40.79043907,32E-PM-1017-10,32E,PM,10172018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9592103064327 40.7904390691553)
-73.96644504,40.78878449,27A-AM-1008-02,27A,AM,10082018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9664450399121 40.7887844904695)
-73.96830411,40.78626523,24A-AM-1014-01,24A,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,freezes,POINT (-73.9683041099256 40.7862652300082)
-73.97030872,40.77639857,14E-AM-1008-20,14E,AM,10082018,20,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,walking,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.970308716071 40.7763985667344)
-73.95797241,40.79487099,37D-AM-1018-01,37D,AM,10182018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9579724119943 40.7948709900016)
